Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank
Bachir Sid,ALG,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Djahid Berrahal,ALG,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Fateh Benferdjallah,ALG,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Mohammed Fardj,ALG,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Pol Moya,AND,Athletics,0,0,1,0,0,1,2020,0.0,23451
Monica Doria,AND,Canoe Slalom,0,0,2,0,0,2,2020,0.001125347976850006,12106
Aveni Miguel,ANG,Athletics,0,0,1,0,0,1,2020,0.0,23451
Manuel Antonio,ANG,Athletics,0,0,1,0,0,1,2020,0.0,23451
Albertina Kassoma,ANG,Handball,0,0,2,0,0,2,2020,0.001125347976850006,12106
Azenaide Carlos,ANG,Handball,0,0,4,0,0,4,2020,0.00336863300103117,7824
Helena Paulo,ANG,Handball,0,0,1,0,0,1,2020,0.0,23451
Helena Sousa,ANG,Handball,0,0,1,0,0,1,2020,0.0,23451
Isabel Guialo,ANG,Handball,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Juliana Machado,ANG,Handball,0,0,2,0,0,2,2020,0.001125347976850006,12106
Liliana Venancio,ANG,Handball,0,0,1,0,0,1,2020,0.0,23451
Magda Cazanga,ANG,Handball,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Marilia Quizelete,ANG,Handball,0,0,1,0,0,1,2020,0.0,23451
Natalia Fonseca,ANG,Handball,0,0,1,0,0,1,2020,0.0,23451
Natalia Santos,ANG,Handball,0,0,1,0,0,1,2020,0.0,23451
Stelvia Pascoal,ANG,Handball,0,0,1,0,0,1,2020,0.0,23451
Teresa Almeida,ANG,Handball,0,0,2,0,0,2,2020,0.001125347976850006,12106
Vilma Nenganga,ANG,Handball,0,0,1,0,0,1,2020,0.0,23451
Wuta Dombaxi,ANG,Handball,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Diassonema Mucungui,ANG,Judo,0,0,1,0,0,1,2020,0.0,23451
Matias Montinho,ANG,Sailing,0,0,2,0,0,2,2020,0.001125347976850006,12106
Paixao Afonso,ANG,Sailing,0,0,1,0,0,1,2020,0.0,23451
Catarina Sousa,ANG,Swimming,0,0,1,0,0,1,2020,0.0,23451
Jorge Lima,ANG,Swimming,0,0,4,0,0,4,2020,0.00336863300103117,7824
Salvador Gordo,ANG,Swimming,0,0,1,0,0,1,2020,0.0,23451
Cejhae Greene,ANT,Athletics,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Joella Lloyd,ANT,Athletics,0,0,1,0,0,1,2020,0.0,23451
Alston Ryan,ANT,Boxing,0,0,1,0,0,1,2020,0.0,23451
Jalese Gordon,ANT,Sailing,0,0,1,0,0,1,2020,0.0,23451
Samantha Roberts,ANT,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Stefano Mitchell,ANT,Swimming,0,0,1,0,0,1,2020,0.0,23451
Abigail Magistrati,ARG,Artistic Gymnastics,0,0,5,0,0,5,2020,0.004486577798026189,7417
Belen Casetta,ARG,Athletics,0,0,1,0,0,1,2020,0.0,23451
Cristina Gomez,ARG,Athletics,0,0,1,0,0,1,2020,0.0,23451
Eulalio Munoz,ARG,Athletics,0,0,1,0,0,1,2020,0.0,23451
German Chiaraviglio,ARG,Athletics,0,0,1,0,0,1,2020,0.0,23451
Joaquin Arbe,ARG,Athletics,0,0,1,0,0,1,2020,0.0,23451
Santiago Lorenzo,ARG,Athletics,0,0,1,0,0,1,2020,0.0,23451
Facundo Campazzo,ARG,Basketball,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Francisco Caffaro,ARG,Basketball,0,0,1,0,0,1,2020,0.0,23451
Gabriel Deck,ARG,Basketball,0,0,2,0,0,2,2020,0.001125347976850006,12106
Leandro Bolmaro,ARG,Basketball,0,0,1,0,0,1,2020,0.0,23451
Luca Vildoza,ARG,Basketball,0,0,1,0,0,1,2020,0.0,23451
Luis Scola,ARG,Basketball,0,0,1,0,0,1,2020,0.0,23451
Marcos Delia,ARG,Basketball,0,0,1,0,0,1,2020,0.0,23451
Nicolas Brussino,ARG,Basketball,0,0,1,0,0,1,2020,0.0,23451
Nicolas Laprovittola,ARG,Basketball,0,0,1,0,0,1,2020,0.0,23451
Pablo Vaulet,ARG,Basketball,0,0,1,0,0,1,2020,0.0,23451
Patricio Garino,ARG,Basketball,0,0,1,0,0,1,2020,0.0,23451
Tayavek Gallizzi,ARG,Basketball,0,0,1,0,0,1,2020,0.0,23451
Amado Azaad,ARG,Beach Volleyball,0,0,1,0,0,1,2020,0.0,23451
Ana Gallay,ARG,Beach Volleyball,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Fernanda Pereyra,ARG,Beach Volleyball,0,0,1,0,0,1,2020,0.0,23451
Nicolas Capogrosso,ARG,Beach Volleyball,0,0,1,0,0,1,2020,0.0,23451
Agustin Arregui,ARG,Boxing,0,0,1,0,0,1,2020,0.0,23451
Daniel Veron,ARG,Boxing,0,0,1,0,0,1,2020,0.0,23451
Iohanna Sanchez,ARG,Boxing,0,0,1,0,0,1,2020,0.0,23451
Jehiel Cuello,ARG,Boxing,0,0,1,0,0,1,2020,0.0,23451
Luis Romo,ARG,Boxing,0,0,1,0,0,1,2020,0.0,23451
Nicanor Quiroga,ARG,Boxing,0,0,1,0,0,1,2020,0.0,23451
Lucas Rossi,ARG,Canoe Slalom,0,0,1,0,0,1,2020,0.0,23451
Agustin Vernice,ARG,Canoe Sprint,0,0,1,0,0,1,2020,0.0,23451
Brenda Rojas,ARG,Canoe Sprint,0,0,2,0,0,2,2020,0.001125347976850006,12106
Ruben Rezola,ARG,Canoe Sprint,0,0,1,0,0,1,2020,0.0,23451
Brenda Rojas,ARG,Canoeing,0,0,1,0,0,1,2020,0.0,23451
Nicolas Torres,ARG,Cycling BMX Racing,0,0,1,0,0,1,2020,0.0,23451
Sofia Gomez,ARG,Cycling Mountain Bike,0,0,1,0,0,1,2020,0.0,23451
Eduardo Sepulveda,ARG,Cycling Road,0,0,1,0,0,1,2020,0.0,23451
Fabian Sejanes,ARG,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Jr Larocca,ARG,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Martin Dopazo,ARG,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Matias Albarracin,ARG,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Carlos Bustamante,ARG,Equestrianism,0,0,2,0,0,2,2020,0.001125347976850006,12106
Belen Perez,ARG,Fencing,0,0,1,0,0,1,2020,0.0,23451
Adolfo Gaich,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Agustin Urzi,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Claudio Bravo,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Esequiel Barco,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Ezequiel Ponce,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Facundo Medina,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Fausto Vera,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Fernando Valenzuela,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Francisco Ortega,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Hernan De,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Jeremias Ledesma,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Joaquin Blazquez,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Lautaro Morales,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Leonel Mosevich,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Mac Alexis,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Marcelo Herrera,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Martin Payero,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Nehuen Perez,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Pedro De,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Santiago Colombatto,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Thiago Almada,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Tomas Belmonte,ARG,Football,0,0,1,0,0,1,2020,0.0,23451
Emiliano Grillo,ARG,Golf,0,0,1,0,0,1,2020,0.0,23451
Magdalena Simmermacher,ARG,Golf,0,0,1,0,0,1,2020,0.0,23451
Alberto Mourino,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Alejandro Simonet,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Ariel Simonet,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Dario Moscariello,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Esteban Simonet,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Federico Pizarro,ARG,Handball,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Gaston Fernandez,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Ignacio Pizarro,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Manuel Bar,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Matias Carou,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Nicolas Bonanno,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Pablo Vainstein,ARG,Handball,0,0,2,0,0,2,2020,0.001125347976850006,12106
Pedro Martinez,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Ramiro Martinez,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Santiago Baronetto,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Sergio Maciel,ARG,Handball,0,0,1,0,0,1,2020,0.0,23451
Agostina Alonso,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Agustina Albertarrio,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Agustina Gorzelany,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Alejandro Mazzilli,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Alejandro Rey,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Belen Succi,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Delfina Merino,ARG,Hockey,0,0,1,2,2,3,2020,0.1648438372849771,372
Emilia Forcherio,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Ezequiel Habif,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Fernando Bugallo,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Gonzalo Peillat,ARG,Hockey,0,1,1,0,1,2,2020,0.0805911872684156,3601
Horacio Ortiz,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Ignacio Paz,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Isabel Costa,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Jorge Ruiz,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Jose Granatto,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Julieta Jankunas,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Leandro Tolini,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Lucas Martinez,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Lucas Rossi,ARG,Hockey,0,1,1,0,1,2,2020,0.0805911872684156,3601
Maico Casella,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Manuel Vivaldi,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Maria Trinchinetti,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Martin Lopez,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Martin Vila,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Micaela Retegui,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Nahuel Salis,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Nicolas Cicileo,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Noel Barrionuevo,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Pedro Ibarra,ARG,Hockey,0,1,2,0,1,3,2020,0.08061418507335612,3400
Rafael Rossi,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Rocio Sanchez,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Santiago Keenan,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Sofia Maccari,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Sofia Toccalino,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Tomas Tarazona,ARG,Hockey,0,0,1,0,0,1,2020,0.0,23451
Valentina Raposo,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Victoria Granatto,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Victoria Sauze,ARG,Hockey,0,0,0,1,1,1,2020,0.08614083160457776,2717
Emmanuel Lucenti,ARG,Judo,0,0,4,0,0,4,2020,0.00336863300103117,7824
Paula Pareto,ARG,Judo,1,1,2,0,2,4,2020,0.12024536574884774,1241
Cecilia Biagioli,ARG,Marathon Swimming,0,0,1,0,0,1,2020,0.0,23451
Sergio Villamayor,ARG,Modern Pentathlon,0,0,1,0,0,1,2020,0.0,23451
Maricel Silvestro,ARG,Rowing,0,0,1,0,0,1,2020,0.0,23451
Milka Kraljev,ARG,Rowing,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Gaston Revol,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
German Schulz,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
Ignacio Mendy,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
Lautaro Bazan,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
Luciano Gonzalez,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
Lucio Cinti,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
Marcos Moneta,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
Matias Osadczuk,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
Rodrigo Etchart,ARG,Rugby Sevens,1,0,1,0,1,2,2020,0.07998989387663208,5344
Rodrigo Isgro,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
Santiago Alvarez,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
Santiago Mare,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
del Felipe,ARG,Rugby Sevens,1,0,0,0,1,1,2020,0.07998107834533921,6197
Belen Tavella,ARG,Sailing,0,0,1,0,0,1,2020,0.0,23451
Cecilia Carranza,ARG,Sailing,0,0,1,0,0,1,2020,0.0,23451
Celia Tejerina,ARG,Sailing,0,0,1,0,0,1,2020,0.0,23451
Cruz Saubidet,ARG,Sailing,0,0,1,0,0,1,2020,0.0,23451
Francisco Guaragna,ARG,Sailing,0,0,1,0,0,1,2020,0.0,23451
Lourdes Hartkopf,ARG,Sailing,0,0,1,0,0,1,2020,0.0,23451
Lucia Falasca,ARG,Sailing,0,0,2,0,0,2,2020,0.001125347976850006,12106
Mario Olezza,ARG,Sailing,0,0,1,0,0,1,2020,0.0,23451
Raul Lange,ARG,Sailing,0,0,1,0,0,1,2020,0.0,23451
Sol Branz,ARG,Sailing,0,0,1,0,0,1,2020,0.0,23451
Victoria Travascio,ARG,Sailing,0,0,2,0,0,2,2020,0.001125347976850006,12106
Exequiel Eberhardt,ARG,Shooting,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Federico Gil,ARG,Shooting,0,0,2,0,0,2,2020,0.001125347976850006,12106
Fernanda Russo,ARG,Shooting,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Melisa Gil,ARG,Shooting,0,0,2,0,0,2,2020,0.001125347976850006,12106
Leandro Usuna,ARG,Surfing,0,0,1,0,0,1,2020,0.0,23451
Cecilia Biagioli,ARG,Swimming,0,0,6,0,0,6,2020,0.005602062620190318,7190
Delfina Pignatiello,ARG,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Julia Sebastian,ARG,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Santiago Grassi,ARG,Swimming,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Virginia Bardach,ARG,Swimming,0,0,1,0,0,1,2020,0.0,23451
Gaston Alto,ARG,Table Tennis,0,0,1,0,0,1,2020,0.0,23451
Horacio Cifuentes,ARG,Table Tennis,0,0,1,0,0,1,2020,0.0,23451
Lautaro Guzman,ARG,Taekwondo,0,0,1,0,0,1,2020,0.0,23451
Andres Molteni,ARG,Tennis,0,0,1,0,0,1,2020,0.0,23451
Diego Schwartzman,ARG,Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Facundo Bagnis,ARG,Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Federico Coria,ARG,Tennis,0,0,1,0,0,1,2020,0.0,23451
Francisco Cerundolo,ARG,Tennis,0,0,1,0,0,1,2020,0.0,23451
Horacio Zeballos,ARG,Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Nadia Podoroska,ARG,Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Romina Biagioli,ARG,Triathlon,0,0,1,0,0,1,2020,0.0,23451
Agustin Loser,ARG,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Antonela Fortuna,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Bianca Farriol,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Bruno Lima,ARG,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Constanza Lazcano,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Cristian Poglajen,ARG,Volleyball,1,0,2,0,1,3,2020,0.08001191193606552,4985
Daniela Bulaich,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Erika Mercado,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Eugenia Nosach,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Ezequiel Palacios,ARG,Volleyball,1,0,1,0,1,2,2020,0.07998989387663208,5344
Facundo Conte,ARG,Volleyball,1,0,2,0,1,3,2020,0.08001191193606552,4985
Federico Pereyra,ARG,Volleyball,1,0,1,0,1,2,2020,0.07998989387663208,5344
Lucia Herrera,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Maria Rodriguez,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Martin Ramos,ARG,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Matias Sanchez,ARG,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Nicolas Mendez,ARG,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Santiago Danani,ARG,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Sebastian Sole,ARG,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Soledad Germanier,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Soledad Rizzo,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Victoria Mayer,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
Yamila Nizetich,ARG,Volleyball,0,0,1,0,0,1,2020,0.0,23451
de Luciano,ARG,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Alejandro Destribats,ARG,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Artur Davtyan,ARM,Artistic Gymnastics,1,0,1,0,1,2,2020,0.07998989387663208,5344
Levon Aghasyan,ARM,Athletics,0,0,2,0,0,2,2020,0.001125347976850006,12106
Arman Darchinyan,ARM,Boxing,0,0,1,0,0,1,2020,0.0,23451
Hovhannes Bachkov,ARM,Boxing,1,0,1,0,1,2,2020,0.07998989387663208,5344
Koryun Soghomonyan,ARM,Boxing,0,0,1,0,0,1,2020,0.0,23451
Artur Davtyan,ARM,Gymnastics,0,0,8,0,0,8,2020,0.007825667853144012,6934
Ferdinand Karapetian,ARM,Judo,0,0,1,0,0,1,2020,0.0,23451
Elmira Karapetyan,ARM,Shooting,0,0,1,0,0,1,2020,0.0,23451
Artur Barseghyan,ARM,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Varsenik Manucharyan,ARM,Swimming,0,0,1,0,0,1,2020,0.0,23451
Andranik Karapetyan,ARM,Weightlifting,0,0,1,0,0,1,2020,0.0,23451
Gor Minasyan,ARM,Weightlifting,0,0,0,1,1,1,2020,0.08614083160457776,2717
Izabella Yaylyan,ARM,Weightlifting,0,0,1,0,0,1,2020,0.0,23451
Simon Martirosyan,ARM,Weightlifting,0,0,0,2,2,2,2020,0.16483134845205752,397
Armen Melikyan,ARM,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Arsen Harutyunyan,ARM,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Artur Aleksanyan,ARM,Wrestling,1,1,0,1,3,3,2020,0.15954354006698224,442
Karapet Chalyan,ARM,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Karen Aslanyan,ARM,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Vazgen Tevanyan,ARM,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Philip Elhage,ARU,Shooting,0,0,1,0,0,1,2020,0.0,23451
Allyson Ponson,ARU,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Mikel Schreuders,ARU,Swimming,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Nathan Crumpton,ASA,Athletics,0,0,1,0,0,1,2020,0.0,23451
Adrian Hoesch,ASA,Sailing,0,0,1,0,0,1,2020,0.0,23451
Justus Paige,ASA,Sailing,0,0,1,0,0,1,2020,0.0,23451
Micah Masei,ASA,Swimming,0,0,1,0,0,1,2020,0.0,23451
Tilali Scanlan,ASA,Swimming,0,0,1,0,0,1,2020,0.0,23451
Malietoa Jungblut,ASA,Weightlifting,0,0,1,0,0,1,2020,0.0,23451
Alice Ingley,AUS,Archery,0,0,3,0,0,3,2020,0.0022482243524647905,8771
David Barnes,AUS,Archery,0,0,4,0,0,4,2020,0.00336863300103117,7824
Ryan Tyack,AUS,Archery,1,0,3,0,1,4,2020,0.08004712082548433,4867
Taylor Worth,AUS,Archery,1,0,5,0,1,6,2020,0.08015702227356138,4767
Emily Whitehead,AUS,Artistic Gymnastics,0,0,5,0,0,5,2020,0.004486577798026189,7417
Georgia Godwin,AUS,Artistic Gymnastics,0,0,5,0,0,5,2020,0.004486577798026189,7417
